Time (s),Displacement (m)
0.0,-1.6457407760429983e-05
0.050505050505050504,-0.005116956266041264
0.10101010101010101,0.00017882829388303777
0.15151515151515152,0.005111281699554488
0.20202020202020202,-0.0003410191150723307
0.25252525252525254,-0.005100460505661055
0.30303030303030304,0.0005028665589197029
0.35353535353535354,0.005084503580385946
0.40404040404040403,-0.0006642076587684114
0.45454545454545453,-0.005063426991000302
0.5050505050505051,0.0008248799578072079
0.5555555555555556,0.005037251959843047
0.6060606060606061,-0.0009847216726505906
0.6565656565656566,-0.005006004842951797
0.7070707070707071,0.001143571856240878
0.7575757575757576,0.004969717103524554
0.8080808080808081,-0.0013012705599083664
0.8585858585858586,-0.0049284252802389425
0.9090909090909091,0.001457658994426009
0.9595959595959596,0.004882170950460852
1.0101010101010102,-0.0016125796898967444
1.0606060606060606,-0.00483100068837956
1.1111111111111112,0.0017658766543122806
1.1616161616161615,0.004774966018111468
1.2121212121212122,-0.0019173955306238442
1.2626262626262625,-0.004714123361819671
1.3131313131313131,0.0020669837521667465
1.3636363636363635,0.004648533982901648
1.4141414141414141,-0.002214490696281927
1.4646464646464645,-0.00457826392430218
1.5151515151515151,0.0023597678359802902
1.5656565656565655,0.00450338394201377
1.6161616161616161,-0.0025026688894967753
1.6666666666666667,-0.004423969433831245
1.7171717171717171,0.0026430499675836956
1.7676767676767677,0.004340100363432701
1.8181818181818181,-0.0027807697183950112
1.8686868686868687,-0.004251861179862735
1.9191919191919191,0.002915689469815659
1.9696969696969697,0.0041593407324994865
2.0202020202020203,-0.0030476733690926448
2.0707070707070705,-0.00406263218159085
2.121212121212121,0.0031765885196271054
2.1717171717171717,0.003961832904449844
2.2222222222222223,-0.0033023051147902933
2.2727272727272725,-0.003857044397404368
2.323232323232323,0.003424696568627166
2.3737373737373737,0.003748372173598263
2.4242424242424243,-0.003543639643318637
2.474747474747475,-0.0036359256567492972
2.525252525252525,0.003659014573270652
2.5757575757575757,0.0035198180709682053
2.6262626262626263,-0.003770705185708868
2.676767676767677,-0.0034001663267518496
2.727272727272727,0.0038785990176539702
2.7777777777777777,0.0032770909032642137
2.8282828282828283,-0.00398258742916315
2.878787878787879,-0.0031507157270240916
2.929292929292929,0.004082565712720596
2.9797979797979797,0.0030211680471215925
3.0303030303030303,-0.004178433198669609
3.080808080808081,-0.0028885783070890917
3.131313131313131,0.004270093356578178
3.1818181818181817,0.0027530800135556503
3.2323232323232323,-0.004357453892436988
3.282828282828283,-0.0026148096018171587
3.3333333333333335,0.0044404268415917
3.3838383838383836,0.002473906298457556
3.4343434343434343,-0.004518928657315724
3.484848484848485,-0.002330511981159465
3.5353535353535355,0.004592880294935078
3.5858585858585856,0.0021847710358453873
3.6363636363636362,-0.004662207291419161
3.686868686868687,-0.002036830211293257
3.7373737373737375,0.0047268398403592345
3.7878787878787876,0.0018868384713731927
3.8383838383838382,-0.004786712862257067
3.888888888888889,-0.0017349468450527684
3.9393939393939394,0.004841766070054935
3.9898989898989896,0.0015813082743246596
4.040404040404041,-0.0048919440298391655
4.090909090909091,-0.0014260774602060002
4.141414141414141,0.00493719621665767
4.191919191919192,0.0012694107069681827
4.242424242424242,-0.004977477065394223
4.292929292929293,-0.001111465764751926
4.343434343434343,0.005012746016648618
4.393939393939394,0.0009524016707256257
4.444444444444445,-0.005042967557576499
4.494949494949495,-0.0007923785889483953
4.545454545454545,0.005068111257647935
4.595959595959596,0.0006315576490990066
4.646464646464646,-0.00508815179928834
4.696969696969697,-0.0004701007842319683
4.747474747474747,0.005103069003371035
4.797979797979798,0.0003081705677240909
4.848484848484849,-0.0051128478495359566
4.898989898989899,-0.00014593004957687094
4.94949494949495,0.005117478491313948
5.0,-1.645740776045774e-05
